COUNTRY,,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,NOTES
Outbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Departures - Thousands,,TF,504,494,531,518,497,524,505,533,561,680,727,757,862,966,963,"1,122","1,239","1,269","1,262","1,311","1,356","1,448","1,439",
Tourism expenditure in other countries - US$ Mn,,IMF,279,267,280,326,341,383,402,438,462,499,552,666,709,777,735,828,926,"1,219","1,808","1,922","2,152","2,295","2,409",
Travel - US$ Mn,,IMF,186,176,180,202,218,240,250,263,279,296,314,373,393,428,411,453,501,710,"1,188","1,263","1,420","1,542","1,599",
Passenger transport - US$ Mn,,IMF,93,91,100,124,123,143,152,175,183,203,238,293,316,349,324,375,425,509,620,659,732,753,810,
STATE OF PALESTINE,,,,,,,,,,,,,,,,,,,,,,,,,,
Inbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrivals - Thousands,1/,THS,..,220,210,200,300,310,43,33,37,56,88,123,264,387,396,522,449,490,545,556,432,400,503,"1/ Source: Palestinian Central Bureau of Statistics. Hotel Activity Survey. Ramallah - Palestine.
Data on hotel activity from 2012 represent the West Bank only.
2/ West Bank and Gaza."
Tourism expenditure in the country - US$ Mn,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Travel - US$ Mn,2/,IMF,255,242,239,346,377,94,14,14,66,84,52,25,99,146,193,409,615,469,524,412,312,235,225,
Passenger transport - US$ Mn,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Outbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Departures - Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Tourism expenditure in other countries - US$ Mn,2/,IMF,..,..,..,295,301,290,361,373,312,336,223,211,395,477,479,521,603,646,643,520,610,625,773,
Travel - US$ Mn,2/,IMF,162,191,218,279,290,283,348,366,303,328,214,208,384,467,471,515,595,642,638,513,600,611,753,
Passenger transport - US$ Mn,2/,IMF,..,..,..,16,11,7,13,7,9,8,9,3,11,10,8,6,8,4,5,7,10,14,20,
SUDAN,,,,,,,,,,,,,,,,,,,,,,,,,,
Inbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrivals - Thousands,1/,TF,29,38,30,36,39,38,50,52,52,61,246,328,436,440,420,495,536,575,591,684,741,800,813,1/ From 2005 including nationals residing abroad.
Tourism expenditure in the country - US$ Mn,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Travel - US$ Mn,,IMF,8,8,4,2,2,5,3,108,17,21,114,194,390,255,231,82,179,772,773,967,949,"1,009","1,029",
Passenger transport - US$ Mn,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Outbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Departures - Thousands,,TF,195,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Tourism expenditure in other countries - US$ Mn,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Travel - US$ Mn,,IMF,43,28,33,29,35,55,74,91,119,176,667,"1,414","1,477","1,268",868,"1,127",937,699,460,439,195,203,29,
Passenger transport - US$ Mn,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
SURINAME,,,,,,,,,,,,,,,,,,,,,,,,,,
Inbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrivals - Thousands,1/,TF,43,53,61,55,57,57,54,60,82,138,161,154,167,151,151,205,220,240,249,252,228,256,278,1/ 1995-2003 arrivals at Zanderij airport only.
Tourism expenditure in the country - US$ Mn,,IMF,52,44,38,36,45,42,26,17,18,52,96,109,73,83,70,69,69,79,92,103,99,74,61,
Travel - US$ Mn,,IMF,21,14,9,2,9,16,14,3,4,17,45,95,67,77,64,61,61,71,84,95,88,65,46,
Passenger transport - US$ Mn,,IMF,31,30,29,34,36,26,12,14,14,35,51,14,6,6,6,8,8,8,8,8,11,9,15,
Outbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Departures - Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Tourism expenditure in other countries - US$ Mn,,IMF,27,38,41,49,47,67,62,54,68,85,94,33,28,35,35,41,49,58,75,90,128,112,99,
Travel - US$ Mn,,IMF,3,8,11,11,13,23,23,10,6,14,17,18,22,30,32,39,42,51,70,87,116,111,93,
Passenger transport - US$ Mn,,IMF,24,30,30,38,34,44,39,44,62,71,77,15,6,5,3,2,7,7,5,3,12,1,6,
SWEDEN,,,,,,,,,,,,,,,,,,,,,,,,,,
Inbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrivals - Thousands,1/2/,TF,..,..,..,..,..,..,"7,432","7,457","7,627",..,..,..,..,..,..,..,"19,405","20,011","18,803","19,945",..,..,..,"1/ 2001-2003: data according to IBIS-Survey (Incoming Visitors to Sweden) during the years 2001 to 2003, (no data collected before 2001 or after 2003). Source: Swedish Tourist Authority and Statistics Sweden.
2/ Data for 2011-2014 according to new national border survey (IBIS, Incoming Visitors to Sweden). No data collected during 2004 to 2010. The new border survey (IBIS) started in 2011. Source: Swedish Agency for Economic and Regional Growth.
3/ 1995-1999: camping excluding."
Arrivals - Thousands,3/,TCE,"2,310","2,376","2,388","2,573","2,595","3,828","4,108","4,276","4,268","4,676","4,883","4,729","5,224","4,555","4,899","5,183","5,222","5,146","5,229","5,660","6,482","6,782","7,054",
Tourism expenditure in the country - US$ Mn,,IMF,"4,390","4,534","4,025","4,997","4,943","4,825","5,200","5,671","6,548","7,686","7,628","9,714","11,889","11,732","9,769","10,674",..,..,..,..,..,..,..,
Travel - US$ Mn,,IMF,"3,471","3,686","3,600","4,188","4,132","4,064","4,253","4,710","5,304","6,198","6,554","8,375","10,216","9,996","7,807","8,336","10,209","10,104","10,857","11,846","11,307","12,764","14,205",
Passenger transport - US$ Mn,,IMF,919,848,425,809,811,761,947,961,"1,244","1,488","1,074","1,339","1,673","1,736","1,962","2,338",..,..,..,..,..,..,..,
Outbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Departures - Thousands,,TF,"10,127","10,390","10,818","11,422","10,500","10,147","10,741","12,888","12,649","13,950","15,677","12,559","12,692","13,291","11,699","13,042","14,651","15,548","15,917",..,..,..,"21,232",
Tourism expenditure in other countries - US$ Mn,,IMF,"6,816","7,642","6,850","8,591","8,927","8,959","7,916","8,221","9,375","11,088","11,088","11,159","13,646","14,622","12,075","13,973",..,..,..,..,..,..,..,
Travel - US$ Mn,,IMF,"5,448","6,253","6,518","7,719","8,022","8,048","6,921","7,301","8,296","10,165","10,014","9,852","11,822","12,805","10,552","12,126","13,998","13,954","15,334","15,823","14,410","14,899","17,097",
Passenger transport - US$ Mn,,IMF,"1,368","1,389",332,872,905,911,995,920,"1,079",923,"1,074","1,307","1,824","1,817","1,523","1,847",..,..,..,..,..,..,..,
SWITZERLAND,,,,,,,,,,,,,,,,,,,,,,,,,,
Inbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrivals - Thousands,,TCE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"10,402","11,133",
Arrivals - Thousands,,THS,"6,946","6,730","7,039","7,185","7,154","7,821","7,455","6,868","6,530",..,"7,229","7,863","8,448","8,608","8,294","8,628","8,534","8,566","8,967","9,158","9,305","9,205","9,889",
Tourism expenditure in the country - US$ Mn,,IMF,"11,354","10,779","10,036","10,188","9,135","8,988","9,290","9,117","10,493","11,404","11,952","12,855","14,720","17,596","16,667","17,614","20,659","19,594","20,345","21,444","19,639","19,217","20,134",
Travel - US$ Mn,,IMF,"9,459","8,891","7,945","7,991","6,839","6,652","6,782","7,260","8,614","9,595","10,047","10,805","12,167","14,472","14,140","14,721","17,211","16,069","16,783","17,854","16,428","16,276","17,032",
Passenger transport - US$ Mn,,IMF,"1,895","1,888","2,091","2,197","2,296","2,336","2,508","1,857","1,879","1,809","1,905","2,050","2,553","3,124","2,527","2,893","3,448","3,525","3,562","3,590","3,211","2,941","3,102",
Outbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Departures - Thousands,,TF,"11,148","12,061","12,515","11,891","11,815","12,240","11,554","11,427","8,774",..,..,..,..,"11,147","10,453","10,011","10,466","12,098","12,403","12,518","13,601","13,857","15,318",
Tourism expenditure in other countries - US$ Mn,,IMF,"9,478","9,798","8,944","8,754","7,646","7,360","7,085","7,210","8,614","9,924","10,548","11,134","12,236","13,282","12,990","13,460","16,483","17,980","19,093","19,940","18,761","18,846","19,494",
Travel - US$ Mn,,IMF,"7,420","7,626","6,987","6,814","5,767","5,419","5,141","5,537","6,883","8,104","8,801","9,239","10,109","10,912","10,936","11,173","13,764","15,178","16,152","16,868","16,293","16,533","17,081",
Passenger transport - US$ Mn,,IMF,"2,058","2,172","1,957","1,940","1,879","1,941","1,944","1,673","1,731","1,820","1,747","1,895","2,127","2,370","2,054","2,287","2,719","2,802","2,941","3,072","2,468","2,313","2,413",
SYRIAN ARAB REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,
Inbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrivals - Thousands,1/,TCE,815,830,891,"1,267","1,386","2,100","2,192","2,661","2,598","3,399","3,571","4,231","4,158","5,430","6,092","8,546","5,070",..,..,..,..,..,..,"1/ 2000-2011: including the nationals residing abroad. 2008: the Iraqi nationals are included from 2008 only and they have been excluded in the previous years (from the beginning of 2008, they have to require a visa to enter Syria; if they arrived previously to this date, it is considered that they staid for a period longer than a year, becoming residents)."
Tourism expenditure in the country - US$ Mn,,IMF,..,..,..,..,..,..,..,..,877,"1,883","2,035","2,113","2,972","3,176","3,781","6,308","1,816",..,..,..,..,..,..,
Travel - US$ Mn,,IMF,"1,258","1,165","1,013","1,017","1,031","1,082","1,150",970,773,"1,800","1,944","2,025","2,884","3,150","3,757","6,190","1,753",..,..,..,..,..,..,
Passenger transport - US$ Mn,,IMF,..,..,..,..,..,..,..,..,104,83,91,88,88,26,24,118,63,..,..,..,..,..,..,
Outbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Departures - Thousands,,TF,"1,746","1,871","2,299","2,411","2,994","3,863","3,492","3,299","3,997","4,309","4,564","4,042","4,196","5,253","5,215","6,259",..,..,..,..,..,..,..,
Tourism expenditure in other countries - US$ Mn,,IMF,..,..,..,..,..,..,..,..,734,688,584,585,710,911,980,"1,598",850,..,..,..,..,..,..,
Travel - US$ Mn,,IMF,498,513,545,583,631,669,670,760,700,650,550,540,645,800,882,"1,510",774,..,..,..,..,..,..,
Passenger transport - US$ Mn,,IMF,..,..,..,..,..,..,..,..,34,38,34,45,65,111,98,88,76,..,..,..,..,..,..,
TAIWAN PROVINCE OF CHINA,,,,,,,,,,,,,,,,,,,,,,,,,,
Inbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrivals - Thousands,1/,VF,"2,332","2,358","2,372","2,299","2,411","2,624","2,831","2,978","2,248","2,950","3,378","3,520","3,716","3,845","4,395","5,567","6,087","7,311","8,016","9,910","10,440","10,690","10,740",1/ Including nationals residing abroad.
Tourism expenditure in the country - US$ Mn,,IMF,"3,985","4,219","3,943","3,800","4,057","4,253","4,849","5,077","3,578","4,670","5,740","5,956","6,274","7,156","7,956","10,387","13,067","14,115","14,782","17,419","16,987","15,825","14,742",
Travel - US$ Mn,,IMF,"3,287","3,636","3,403","3,372","3,571","3,738","4,335","4,583","2,977","4,054","4,977","5,136","5,213","5,937","6,816","8,721","11,065","11,770","12,323","14,614","14,387","13,375","12,315",
Passenger transport - US$ Mn,,IMF,698,583,540,428,486,515,514,494,601,616,763,820,"1,061","1,219","1,140","1,666","2,002","2,345","2,459","2,805","2,600","2,450","2,427",
Outbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Departures - Thousands,,VF,"5,189","5,714","6,162","5,912","6,559","7,329","7,153","7,319","5,923","7,781","8,208","8,671","8,964","8,465","8,143","9,415","9,584","10,240","11,053","11,845","13,183","14,589","15,655",
Tourism expenditure in other countries - US$ Mn,,IMF,"9,487","9,106","9,288","8,395","8,722","9,531","8,691","8,229","7,402","9,376","10,047","10,406","10,729","10,710","8,668","10,700","11,701","12,444","14,158","15,953","17,388","19,229","20,482",
Travel - US$ Mn,,IMF,"8,457","8,152","8,198","7,331","7,398","8,107","7,319","6,956","6,480","8,170","8,682","8,746","9,070","9,116","7,800","9,357","10,112","10,630","12,310","13,997","15,502","16,574","17,998",
Passenger transport - US$ Mn,,IMF,"1,030",954,"1,090","1,064","1,324","1,424","1,372","1,273",922,"1,206","1,365","1,660","1,659","1,594",868,"1,343","1,589","1,814","1,848","1,956","1,886","2,655","2,484",
TAJIKISTAN,,,,,,,,,,,,,,,,,,,,,,,,,,
Inbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrivals - Thousands,,VF,..,0.7,2.1,3.2,4.5,7.7,5.2,..,..,..,..,..,..,325,207,160,183,244,208,213,414,344,431,
Arrivals - Thousands,,TF,..,..,..,..,1.6,3.8,3.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Tourism expenditure in the country - US$ Mn,,IMF,..,..,..,..,..,..,..,5,6.2,9.6,9.1,11.2,16.5,24,20,142,184,287,233,220,146,150,172,
Travel - US$ Mn,,IMF,..,..,..,..,..,..,..,1.6,1.5,1.2,1.6,2.1,3.3,4.2,2.4,2.5,1.1,1.6,1.3,1.2,1,3.6,7.6,
Passenger transport - US$ Mn,,IMF,..,..,..,..,..,..,..,3.4,4.7,8.4,7.5,9.1,13.2,20,17,139,183,285,232,219,145,146,164,
Outbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Departures - Thousands,,TF,..,..,..,..,4.1,6.4,2.7,..,..,..,..,..,..,..,..,..,..,15,15,19,16,22,31,
Tourism expenditure in other countries - US$ Mn,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35,31,37,43,..,..,25,16,
Travel - US$ Mn,,IMF,..,..,..,..,..,..,..,1.7,2.1,3.4,3.8,6,7,10.8,5.8,..,3.1,3.9,2.3,..,..,3.6,4.1,
Passenger transport - US$ Mn,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35,28,33,40,35,25,21,12,
"TANZANIA, UNITED REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,
Inbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrivals - Thousands,,TF,285,315,347,450,564,459,501,550,552,566,590,622,692,750,695,754,843,"1,043","1,063","1,113","1,104","1,233","1,275",
Tourism expenditure in the country - US$ Mn,,IMF,..,..,343,404,467,381,626,639,654,762,835,986,"1,215","1,293","1,192","1,279","1,383","1,754","1,939","2,047","1,924","2,157","2,284",
Travel - US$ Mn,,IMF,502,473,339,399,464,377,615,635,647,746,824,950,"1,199","1,289","1,160","1,255","1,353","1,713","1,880","2,010","1,902","2,132","2,261",
Passenger transport - US$ Mn,,IMF,..,..,4,5,3,4,11,4,7,16,11,36,16,4,32,24,30,41,59,37,22,25,23,
Outbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Departures - Thousands,,TF,157,148,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Tourism expenditure in other countries - US$ Mn,,IMF,..,..,424,521,403,369,363,361,375,470,577,571,616,746,806,861,928,"1,003","1,101","1,206","1,329","1,009",899,
Travel - US$ Mn,,IMF,360,412,407,493,370,337,327,337,353,445,554,534,595,721,766,830,899,967,"1,034","1,102","1,195",922,807,
Passenger transport - US$ Mn,,IMF,..,..,17,28,33,32,36,24,22,25,23,37,21,25,40,31,29,36,67,104,134,87,92,
THAILAND,,,,,,,,,,,,,,,,,,,,,,,,,,
Inbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrivals - Thousands,1/,TF,"6,952","7,244","7,294","7,843","8,651","9,579","10,133","10,873","10,082","11,737","11,567","13,822","14,464","14,584","14,150","15,936","19,230","22,354","26,547","24,810","29,923","32,530","35,592",1/ 1995-2005: including arrivals of nationals residing abroad.
Tourism expenditure in the country - US$ Mn,,IMF,"9,257","10,367","9,052","7,954","9,416","9,935","9,378","10,388","10,456","13,054","12,103","16,624","20,625","22,510","19,811","23,796","30,924","37,766","45,738","42,047","48,527","52,465","62,158",
Travel - US$ Mn,,IMF,"8,035","9,089","7,660","6,174","7,028","7,483","7,075","7,901","7,856","10,043","9,576","13,401","16,669","18,173","16,056","20,104","27,184","33,855","41,780","38,418","44,922","48,792","57,477",
Passenger transport - US$ Mn,,IMF,"1,222","1,278","1,392","1,780","2,388","2,452","2,303","2,487","2,600","3,011","2,527","3,223","3,956","4,337","3,755","3,692","3,740","3,911","3,958","3,629","3,605","3,673","4,681",
Outbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Departures - Thousands,,TF,"1,820","1,845","1,660","1,412","1,655","1,909","2,011","2,250","2,152","2,709","3,047","3,382","4,018","3,908","4,653","5,451","5,397","5,721","5,970","6,444","6,794","8,204","8,963",
Tourism expenditure in other countries - US$ Mn,,IMF,"4,791","4,735","3,752","2,246","2,870","3,218","3,334","3,888","3,538","5,343","4,920","6,176","6,889","6,707","5,744","7,155","7,534","8,095","8,238","8,824","9,539","11,267","11,579",
Travel - US$ Mn,,IMF,"4,271","4,286","3,416","1,960","2,474","2,772","2,924","3,303","2,921","4,514","3,803","4,599","5,144","5,012","4,429","5,627","5,717","6,248","6,481","7,071","7,718","9,072","9,593",
Passenger transport - US$ Mn,,IMF,520,449,336,286,396,446,410,585,617,829,"1,117","1,577","1,745","1,695","1,315","1,528","1,817","1,847","1,757","1,753","1,821","2,195","1,986",
THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA,,,,,,,,,,,,,,,,,,,,,,,,,,
Inbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrivals - Thousands,,TCE,147,136,121,157,181,224,99,123,158,165,197,202,230,255,259,262,327,351,400,425,486,510,631,
Tourism expenditure in the country - US$ Mn,,IMF,..,35,29,30,80,88,49,55,86,103,116,156,219,262,232,199,242,237,270,298,268,283,331,
Travel - US$ Mn,,IMF,19,21,14,17,40,38,26,39,57,72,89,129,186,228,218,197,240,234,267,295,265,280,327,
Passenger transport - US$ Mn,,IMF,..,14,15,13,40,50,23,16,29,31,27,27,33,34,14,2,2,3,3,3,3,3,4,
Outbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Departures - Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Tourism expenditure in other countries - US$ Mn,,IMF,..,30,33,39,42,58,60,60,71,85,97,110,147,190,150,131,159,153,168,186,189,204,233,
Travel - US$ Mn,,IMF,27,26,27,32,32,34,39,44,48,55,62,71,102,136,100,92,113,111,131,149,159,180,207,
Passenger transport - US$ Mn,,IMF,..,4,6,7,10,24,21,16,23,30,35,39,45,54,50,39,46,42,37,37,30,24,26,
TIMOR-LESTE,,,,,,,,,,,,,,,,,,,,,,,,,,
Inbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrivals - Thousands,1/,TF,..,..,..,..,..,..,..,..,..,..,..,14,22,36,44,40,51,58,79,60,62,66,74,1/ Arrivals by air at Dili Airport.
Tourism expenditure in the country - US$ Mn,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Travel - US$ Mn,,IMF,..,..,..,..,..,..,..,..,..,..,..,20,26,14,16,24,18,21,29,35,51,58,73,
Passenger transport - US$ Mn,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Outbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Departures - Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Tourism expenditure in other countries - US$ Mn,,IMF,..,..,..,..,..,..,..,..,..,..,..,2,5,51,69,68,62,92,57,84,100,118,137,
Travel - US$ Mn,,IMF,..,..,..,..,..,..,..,..,..,..,..,1.7,3,40,58,52,49,73,40,66,83,102,121,
Passenger transport - US$ Mn,,IMF,..,..,..,..,..,..,..,..,..,..,..,0.3,2,11,11,16,13,19,17,18,17,16,16,
TOGO,,,,,,,,,,,,,,,,,,,,,,,,,,
Inbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrivals - Thousands,,THS,53,58,92,69,70,60,57,58,61,83,81,94,86,74,150,202,300,235,327,282,273,338,496,
Tourism expenditure in the country - US$ Mn,,IMF,..,..,..,15,10,11,14,16,26,25,27,23,38,44,73,105,209,206,233,233,212,223,..,
Travel - US$ Mn,,IMF,13,10,12,11,7,8,11,13,15,19,20,21,34,40,68,66,98,111,125,125,114,119,..,
Passenger transport - US$ Mn,,IMF,..,..,..,4,3,3,3,3,11,6,7,2,4,4,5,39,111,95,108,108,98,104,..,
Outbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Departures - Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Tourism expenditure in other countries - US$ Mn,,IMF,40,19,14,16,17,15,20,26,37,38,42,42,59,68,94,89,81,46,58,60,53,55,..,
Travel - US$ Mn,,IMF,18,3,5,3,3,2,5,5,7,8,8,5,17,19,47,46,57,34,45,41,37,38,..,
Passenger transport - US$ Mn,,IMF,22,16,9,13,14,13,15,21,30,30,34,37,42,49,47,43,24,12,13,19,16,17,..,
TONGA,,,,,,,,,,,,,,,,,,,,,,,,,,
Inbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrivals - Thousands,1/,TF,29,27,26,27,31,35,32,37,40,41,42,39,46,50,46,47,46,47,48,50,54,59,63,"1/ Arrivals by air.
2/ 1999,2000 Source: National Reserve Bank of Tonga."
Tourism expenditure in the country - US$ Mn,,IMF,..,..,..,..,..,..,..,..,..,13,15,..,15,18,18,17,33,40,47,38,46,53,49,
Travel - US$ Mn,2/,IMF,10,13,16,8,9,7,7,6,10,13,15,16,14,18,18,16,31,38,44,36,43,51,48,
Passenger transport - US$ Mn,,IMF,..,..,..,..,..,..,..,..,..,0.3,0.1,..,0.8,0.5,0.5,1.1,1.1,1.8,2.6,2.3,3.1,1.4,0.3,
Outbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Departures - Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Tourism expenditure in other countries - US$ Mn,,IMF,..,..,..,..,..,..,..,..,13,16,16,15,17,21,20,22,23,29,29,30,32,24,38,
Travel - US$ Mn,,IMF,..,..,..,..,..,..,3,3,3,6,4,8,10,10,7,8,12,14,18,21,23,21,34,
Passenger transport - US$ Mn,,IMF,..,..,..,..,..,..,..,..,10,10,12,7,7,11,13,14,12,14,11,9,9,3,3,
TRINIDAD AND TOBAGO,,,,,,,,,,,,,,,,,,,,,,,,,,
Inbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrivals - Thousands,1/,TF,260,266,324,334,358,399,383,384,409,443,463,461,449,437,419,388,431,455,434,412,440,409,395,1/ Arrivals by air.
Tourism expenditure in the country - US$ Mn,,IMF,232,262,344,356,365,371,361,402,437,568,593,517,621,557,548,630,650,852,856,875,809,708,739,
Travel - US$ Mn,,IMF,77,108,193,201,210,213,201,242,249,341,453,382,463,397,367,450,472,413,430,447,531,464,475,
Passenger transport - US$ Mn,,IMF,155,154,151,155,155,158,160,160,188,227,140,135,158,160,181,180,178,439,426,428,278,244,264,
Outbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Departures - Thousands,,TF,261,248,..,..,..,..,..,..,..,..,..,..,..,..,270,273,..,..,..,..,..,..,..,
Tourism expenditure in other countries - US$ Mn,,IMF,91,98,97,92,106,190,172,208,143,141,234,146,155,102,136,97,188,223,116,168,253,230,147,
Travel - US$ Mn,,IMF,69,76,72,67,83,147,151,186,107,96,180,93,94,75,105,71,150,196,89,124,207,187,97,
Passenger transport - US$ Mn,,IMF,22,22,25,25,23,43,21,22,36,45,54,53,61,27,31,26,38,27,27,44,46,43,50,
TUNISIA,,,,,,,,,,,,,,,,,,,,,,,,,,
Inbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrivals - Thousands,1/,TF,"4,120","3,885","4,263","4,718","4,832","5,058","5,387","5,064","5,114","5,998","6,378","6,550","6,762","7,050","7,797","7,828","5,746","6,999","7,352","7,163","5,359","5,724","7,052",1/ 1995-2008: excluding nationals residing abroad.
